"variable" "ht.code" "age_adult" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr_patients" 2 "18+" 63 4213572 1.49516846988731 2006 "age"
"opr_patients" 3 "18+" 55 4213572 1.30530580704447 2006 "age"
"opr_patients" 4 "18+" 185 4213572 4.3905740782405 2006 "age"
"opr_patients" 1 "<18" 82 1145238 7.16008375551632 2006 "age"
"opr_patients" 2 "<18" 61 1145238 5.32640376934751 2006 "age"
"opr_patients" 3 "<18" 157 1145238 13.7089408489764 2006 "age"
"opr_patients" 4 "<18" 300 1145238 26.1954283738402 2006 "age"
"prevalence" 1 "18+" 4390 4233154 103.705180581666 2007 "age"
"prevalence" 2 "18+" 3003 4233154 70.9400130493717 2007 "age"
"prevalence" 3 "18+" 1953 4233154 46.1358126824585 2007 "age"
"prevalence" 4 "18+" 9346 4233154 220.781006313496 2007 "age"
"prevalence" 1 "<18" 5154 1148702 448.680336588602 2007 "age"
"prevalence" 2 "<18" 1891 1148702 164.62058915193 2007 "age"
"prevalence" 3 "<18" 1703 1148702 148.254290494837 2007 "age"
"prevalence" 4 "<18" 8748 1148702 761.555216235368 2007 "age"
"incidence" 1 "18+" 11 4233154 0.259853527653376 2007 "age"
"incidence" 2 "18+" 10 4233154 0.236230479684887 2007 "age"
"incidence" 3 "18+" NA 4233154 NA 2007 "age"
"incidence" 4 "18+" 26 4233154 0.614199247180707 2007 "age"
"incidence" 1 "<18" 382 1148702 33.2549259947314 2007 "age"
"incidence" 2 "<18" 133 1148702 11.5782857520924 2007 "age"
"incidence" 3 "<18" 92 1148702 8.00903976836464 2007 "age"
"incidence" 4 "<18" 607 1148702 52.8422515151884 2007 "age"
"opr" 1 "18+" 86 4233154 2.03158212529003 2007 "age"
"opr" 2 "18+" 91 4233154 2.14969736513248 2007 "age"
"opr" 3 "18+" 101 4233154 2.38592784481736 2007 "age"
"opr" 4 "18+" 278 4233154 6.56720733523987 2007 "age"
"opr" 1 "<18" 83 1148702 7.22554674754636 2007 "age"
"opr" 2 "<18" 61 1148702 5.31034158554612 2007 "age"
"opr" 3 "<18" 191 1148702 16.6274629973657 2007 "age"
"opr" 4 "<18" 335 1148702 29.1633513304582 2007 "age"
"opr_patients" 1 "18+" 84 4233154 1.98433602935305 2007 "age"
"opr_patients" 2 "18+" 75 4233154 1.77172859763666 2007 "age"
"opr_patients" 3 "18+" 68 4233154 1.60636726185723 2007 "age"
"opr_patients" 4 "18+" 227 4233154 5.36243188884695 2007 "age"
"opr_patients" 1 "<18" 82 1148702 7.13849196745544 2007 "age"
"opr_patients" 2 "<18" 56 1148702 4.87506768509152 2007 "age"
"opr_patients" 3 "<18" 164 1148702 14.2769839349109 2007 "age"
"opr_patients" 4 "<18" 302 1148702 26.2905435874578 2007 "age"
"prevalence" 1 "18+" 4701 4260197 110.347009774431 2008 "age"
"prevalence" 2 "18+" 3152 4260197 73.9871888553511 2008 "age"
"prevalence" 3 "18+" 2031 4260197 47.6738517021631 2008 "age"
"prevalence" 4 "18+" 9884 4260197 232.008050331945 2008 "age"
"prevalence" 1 "<18" 5245 1151073 455.661804246994 2008 "age"
"prevalence" 2 "<18" 1902 1151073 165.237130920454 2008 "age"
"prevalence" 3 "<18" 1732 1151073 150.468302184136 2008 "age"
"prevalence" 4 "<18" 8879 1151073 771.367237351584 2008 "age"
"incidence" 1 "18+" NA 4260197 NA 2008 "age"
"incidence" 2 "18+" 12 4260197 0.28167711493154 2008 "age"
"incidence" 3 "18+" NA 4260197 NA 2008 "age"
"incidence" 4 "18+" 23 4260197 0.539881136952117 2008 "age"
"incidence" 1 "<18" 444 1151073 38.5727056407369 2008 "age"
"incidence" 2 "<18" 126 1151073 10.9463083575064 2008 "age"
"incidence" 3 "<18" 106 1151073 9.20879909441017 2008 "age"
"incidence" 4 "<18" 676 1151073 58.7278130926535 2008 "age"
"opr" 1 "18+" 83 4260197 1.94826671160982 2008 "age"
"opr" 2 "18+" 75 4260197 1.76048196832212 2008 "age"
"opr" 3 "18+" 93 4260197 2.18299764071943 2008 "age"
"opr" 4 "18+" 251 4260197 5.89174632065137 2008 "age"
"opr" 1 "<18" 96 1151073 8.34004446286204 2008 "age"
"opr" 2 "<18" 52 1151073 4.51752408405027 2008 "age"
"opr" 3 "<18" 172 1151073 14.9425796626278 2008 "age"
"opr" 4 "<18" 320 1151073 27.8001482095401 2008 "age"
"opr_patients" 1 "18+" 83 4260197 1.94826671160982 2008 "age"
"opr_patients" 2 "18+" 65 4260197 1.52575103921251 2008 "age"
"opr_patients" 3 "18+" 69 4260197 1.61964341085635 2008 "age"
"opr_patients" 4 "18+" 217 4260197 5.09366116167867 2008 "age"
"opr_patients" 1 "<18" 96 1151073 8.34004446286204 2008 "age"
"opr_patients" 2 "<18" 48 1151073 4.17002223143102 2008 "age"
"opr_patients" 3 "<18" 146 1151073 12.6838176206027 2008 "age"
"opr_patients" 4 "<18" 290 1151073 25.1938843148958 2008 "age"
"prevalence" 1 "18+" 5016 4294244 116.807521882781 2009 "age"
"prevalence" 2 "18+" 3300 4294244 76.8470538702505 2009 "age"
"prevalence" 3 "18+" 2172 4294244 50.5793336382376 2009 "age"
"prevalence" 4 "18+" 10488 4294244 244.233909391269 2009 "age"
"prevalence" 1 "<18" 5350 1151705 464.528677048376 2009 "age"
"prevalence" 2 "<18" 1906 1151705 165.493767935365 2009 "age"
"prevalence" 3 "<18" 1723 1151705 149.604282346608 2009 "age"
"prevalence" 4 "<18" 8979 1151705 779.626727330349 2009 "age"
"incidence" 1 "18+" 16 4294244 0.372591776340608 2009 "age"
"incidence" 2 "18+" 11 4294244 0.256156846234168 2009 "age"
"incidence" 3 "18+" NA 4294244 NA 2009 "age"
"incidence" 4 "18+" 36 4294244 0.838331496766369 2009 "age"
"incidence" 1 "<18" 469 1151705 40.7222335580726 2009 "age"
"incidence" 2 "<18" 141 1151705 12.2427184044525 2009 "age"
"incidence" 3 "<18" 107 1151705 9.29057354096752 2009 "age"
"incidence" 4 "<18" 717 1151705 62.2555255034926 2009 "age"
"opr" 1 "18+" 102 4294244 2.37527257417138 2009 "age"
"opr" 2 "18+" 78 4294244 1.81638490966047 2009 "age"
"opr" 3 "18+" 76 4294244 1.76981093761789 2009 "age"
"opr" 4 "18+" 256 4294244 5.96146842144974 2009 "age"
"opr" 1 "<18" 99 1151705 8.59595122014752 2009 "age"
"opr" 2 "<18" 57 1151705 4.94918403584251 2009 "age"
"opr" 3 "<18" 160 1151705 13.8924464164 2009 "age"
"opr" 4 "<18" 316 1151705 27.4375816723901 2009 "age"
"opr_patients" 1 "18+" 101 4294244 2.35198558815009 2009 "age"
"opr_patients" 2 "18+" 74 4294244 1.72323696557531 2009 "age"
"opr_patients" 3 "18+" 62 4294244 1.44379313331986 2009 "age"
"opr_patients" 4 "18+" 237 4294244 5.51901568704526 2009 "age"
"opr_patients" 1 "<18" 96 1151705 8.33546784984002 2009 "age"
"opr_patients" 2 "<18" 49 1151705 4.25456171502251 2009 "age"
"opr_patients" 3 "<18" 136 1151705 11.80857945394 2009 "age"
"opr_patients" 4 "<18" 281 1151705 24.3986090188026 2009 "age"
"prevalence" 1 "18+" 5368 4319344 124.278131123615 2010 "age"
"prevalence" 2 "18+" 3477 4319344 80.4983349323416 2010 "age"
"prevalence" 3 "18+" 2269 4319344 52.531125096774 2010 "age"
"prevalence" 4 "18+" 11114 4319344 257.307591152731 2010 "age"
"prevalence" 1 "<18" 5510 1152118 478.249623736458 2010 "age"
"prevalence" 2 "<18" 1886 1152118 163.69851004845 2010 "age"
"prevalence" 3 "<18" 1741 1152118 151.112993634333 2010 "age"
"prevalence" 4 "<18" 9137 1152118 793.06112741924 2010 "age"
"incidence" 1 "18+" 16 4319344 0.370426620338644 2010 "age"
"incidence" 2 "18+" 11 4319344 0.254668301482818 2010 "age"
"incidence" 3 "18+" 10 4319344 0.231516637711653 2010 "age"
"incidence" 4 "18+" 37 4319344 0.856611559533114 2010 "age"
"incidence" 1 "<18" 482 1152118 41.8359924938244 2010 "age"
"incidence" 2 "<18" 130 1152118 11.2835664402431 2010 "age"
"incidence" 3 "<18" 96 1152118 8.33247983279491 2010 "age"
"incidence" 4 "<18" 708 1152118 61.4520387668624 2010 "age"
"opr" 1 "18+" 92 4319344 2.1299530669472 2010 "age"
"opr" 2 "18+" 69 4319344 1.5974648002104 2010 "age"
"opr" 3 "18+" 67 4319344 1.55116147266807 2010 "age"
"opr" 4 "18+" 228 4319344 5.27857933982568 2010 "age"
"opr" 1 "<18" 92 1152118 7.98529317309512 2010 "age"
"opr" 2 "<18" 40 1152118 3.47186659699788 2010 "age"
"opr" 3 "<18" 195 1152118 16.9253496603647 2010 "age"
"opr" 4 "<18" 327 1152118 28.3825094304576 2010 "age"
"opr_patients" 1 "18+" 92 4319344 2.1299530669472 2010 "age"
"opr_patients" 2 "18+" 67 4319344 1.55116147266807 2010 "age"
"opr_patients" 3 "18+" 60 4319344 1.38909982626992 2010 "age"
"opr_patients" 4 "18+" 219 4319344 5.07021436588519 2010 "age"
"opr_patients" 1 "<18" 85 1152118 7.37771651862049 2010 "age"
"opr_patients" 2 "<18" 35 1152118 3.03788327237314 2010 "age"
"opr_patients" 3 "<18" 150 1152118 13.019499738742 2010 "age"
"opr_patients" 4 "<18" 270 1152118 23.4350995297357 2010 "age"
"prevalence" 1 "18+" 5771 4349503 132.681825946551 2011 "age"
"prevalence" 2 "18+" 3609 4349503 82.9749973732631 2011 "age"
"prevalence" 3 "18+" 2388 4349503 54.9028245296072 2011 "age"
"prevalence" 4 "18+" 11768 4349503 270.559647849421 2011 "age"
"prevalence" 1 "<18" 5627 1147281 490.463975259766 2011 "age"
"prevalence" 2 "<18" 1873 1147281 163.255558141379 2011 "age"
"prevalence" 3 "<18" 1730 1147281 150.791305704531 2011 "age"
"prevalence" 4 "<18" 9230 1147281 804.510839105677 2011 "age"
"incidence" 1 "18+" 19 4349503 0.436831518451648 2011 "age"
"incidence" 2 "18+" 12 4349503 0.275893590601041 2011 "age"
"incidence" 3 "18+" NA 4349503 NA 2011 "age"
"incidence" 4 "18+" 36 4349503 0.827680771803123 2011 "age"
"incidence" 1 "<18" 448 1147281 39.0488467951618 2011 "age"
"incidence" 2 "<18" 132 1147281 11.5054637878602 2011 "age"
"incidence" 3 "<18" 95 1147281 8.28044742308118 2011 "age"
"incidence" 4 "<18" 675 1147281 58.8347580061031 2011 "age"
"opr" 1 "18+" 104 4349503 2.39107778520902 2011 "age"
"opr" 2 "18+" 98 4349503 2.2531309899085 2011 "age"
"opr" 3 "18+" 94 4349503 2.16116645970816 2011 "age"
"opr" 4 "18+" 296 4349503 6.80537523482568 2011 "age"
"opr" 1 "<18" 93 1147281 8.10612221417421 2011 "age"
"opr" 2 "<18" 48 1147281 4.18380501376733 2011 "age"
"opr" 3 "<18" 122 1147281 10.6338377433253 2011 "age"
"opr" 4 "<18" 263 1147281 22.9237649712668 2011 "age"
"opr_patients" 1 "18+" 98 4349503 2.2531309899085 2011 "age"
"opr_patients" 2 "18+" 88 4349503 2.02321966440763 2011 "age"
"opr_patients" 3 "18+" 65 4349503 1.49442361575564 2011 "age"
"opr_patients" 4 "18+" 251 4349503 5.77077427007178 2011 "age"
"opr_patients" 1 "<18" 90 1147281 7.84463440081375 2011 "age"
"opr_patients" 2 "<18" 46 1147281 4.00947980486036 2011 "age"
"opr_patients" 3 "<18" 105 1147281 9.15207346761604 2011 "age"
"opr_patients" 4 "<18" 241 1147281 21.0061876732902 2011 "age"
"prevalence" 1 "18+" 6171 4378156 140.94975144787 2012 "age"
"prevalence" 2 "18+" 3764 4378156 85.9722677766621 2012 "age"
"prevalence" 3 "18+" 2505 4378156 57.2158689640113 2012 "age"
"prevalence" 4 "18+" 12440 4378156 284.137888188543 2012 "age"
"prevalence" 1 "<18" 5798 1142967 507.276238071615 2012 "age"
"prevalence" 2 "<18" 1885 1142967 164.921646906691 2012 "age"
"prevalence" 3 "<18" 1716 1142967 150.135568218505 2012 "age"
"prevalence" 4 "<18" 9399 1142967 822.333453196811 2012 "age"
"incidence" 1 "18+" 25 4378156 0.571016656327458 2012 "age"
"incidence" 2 "18+" 22 4378156 0.502494657568163 2012 "age"
"incidence" 3 "18+" 10 4378156 0.228406662530983 2012 "age"
"incidence" 4 "18+" 57 4378156 1.30191797642661 2012 "age"
"incidence" 1 "<18" 477 1142967 41.7334883684306 2012 "age"
"incidence" 2 "<18" 129 1142967 11.2864150933492 2012 "age"
"incidence" 3 "<18" 98 1142967 8.57417580735052 2012 "age"
"incidence" 4 "<18" 704 1142967 61.5940792691302 2012 "age"
"opr" 1 "18+" 104 4378156 2.37542929032223 2012 "age"
"opr" 2 "18+" 87 4378156 1.98713796401956 2012 "age"
"opr" 3 "18+" 69 4378156 1.57600597146379 2012 "age"
"opr" 4 "18+" 260 4378156 5.93857322580557 2012 "age"
"opr" 1 "<18" 106 1142967 9.27410852631791 2012 "age"
"opr" 2 "<18" 61 1142967 5.33698698212634 2012 "age"
"opr" 3 "<18" 158 1142967 13.8236711996059 2012 "age"
"opr" 4 "<18" 325 1142967 28.4347667080502 2012 "age"
"opr_patients" 1 "18+" 98 4378156 2.23838529280364 2012 "age"
"opr_patients" 2 "18+" 81 4378156 1.85009396650097 2012 "age"
"opr_patients" 3 "18+" 58 4378156 1.3247586426797 2012 "age"
"opr_patients" 4 "18+" 237 4378156 5.41323790198431 2012 "age"
"opr_patients" 1 "<18" 103 1142967 9.01163375670514 2012 "age"
"opr_patients" 2 "<18" 51 1142967 4.46207108341711 2012 "age"
"opr_patients" 3 "<18" 144 1142967 12.598788941413 2012 "age"
"opr_patients" 4 "<18" 298 1142967 26.0724937815353 2012 "age"
"prevalence" 1 "18+" 6559 4412443 148.647812560978 2013 "age"
"prevalence" 2 "18+" 3964 4412443 89.8368545497358 2013 "age"
"prevalence" 3 "18+" 2602 4412443 58.9696002871878 2013 "age"
"prevalence" 4 "18+" 13125 4412443 297.454267397902 2013 "age"
"prevalence" 1 "<18" 5923 1131846 523.30440713666 2013 "age"
"prevalence" 2 "<18" 1843 1131846 162.831339245798 2013 "age"
"prevalence" 3 "<18" 1718 1131846 151.787433979534 2013 "age"
"prevalence" 4 "<18" 9484 1131846 837.923180361993 2013 "age"
"incidence" 1 "18+" 23 4412443 0.521253192392514 2013 "age"
"incidence" 2 "18+" 19 4412443 0.430600463280772 2013 "age"
"incidence" 3 "18+" NA 4412443 NA 2013 "age"
"incidence" 4 "18+" 50 4412443 1.13315911389677 2013 "age"
"incidence" 1 "<18" 404 1131846 35.6939018205657 2013 "age"
"incidence" 2 "<18" 147 1131846 12.9876325931266 2013 "age"
"incidence" 3 "<18" 78 1131846 6.89139688614882 2013 "age"
"incidence" 4 "<18" 629 1131846 55.5729312998411 2013 "age"
"opr" 1 "18+" 106 4412443 2.40229732146115 2013 "age"
"opr" 2 "18+" 107 4412443 2.42496050373909 2013 "age"
"opr" 3 "18+" 75 4412443 1.69973867084515 2013 "age"
"opr" 4 "18+" 288 4412443 6.52699649604539 2013 "age"
"opr" 1 "<18" 87 1131846 7.68655806531984 2013 "age"
"opr" 2 "<18" 74 1131846 6.53799191762837 2013 "age"
"opr" 3 "<18" 132 1131846 11.6623639611749 2013 "age"
"opr" 4 "<18" 293 1131846 25.8869139441231 2013 "age"
"opr_patients" 1 "18+" 94 4412443 2.13033913412593 2013 "age"
"opr_patients" 2 "18+" 98 4412443 2.22099186323767 2013 "age"
"opr_patients" 3 "18+" 60 4412443 1.35979093667612 2013 "age"
"opr_patients" 4 "18+" 252 4412443 5.71112193403971 2013 "age"
"opr_patients" 1 "<18" 86 1131846 7.59820682318973 2013 "age"
"opr_patients" 2 "<18" 59 1131846 5.21272328567667 2013 "age"
"opr_patients" 3 "<18" 120 1131846 10.6021490556136 2013 "age"
"opr_patients" 4 "<18" 265 1131846 23.41307916448 2013 "age"
"prevalence" 1 "18+" 6947 4449940 156.114464464689 2014 "age"
"prevalence" 2 "18+" 4174 4449940 93.7990175148429 2014 "age"
"prevalence" 3 "18+" 2734 4449940 61.4390306386154 2014 "age"
"prevalence" 4 "18+" 13855 4449940 311.352512618148 2014 "age"
"prevalence" 1 "<18" 6025 1121059 537.438261500956 2014 "age"
"prevalence" 2 "<18" 1824 1121059 162.703301075144 2014 "age"
"prevalence" 3 "<18" 1700 1121059 151.642331045913 2014 "age"
"prevalence" 4 "<18" 9549 1121059 851.783893622013 2014 "age"
"incidence" 1 "18+" 54 4449940 1.21349950785853 2014 "age"
"incidence" 2 "18+" 108 4449940 2.42699901571707 2014 "age"
"incidence" 3 "18+" 18 4449940 0.404499835952844 2014 "age"
"incidence" 4 "18+" 180 4449940 4.04499835952844 2014 "age"
"incidence" 1 "<18" 721 1121059 64.3141886377077 2014 "age"
"incidence" 2 "<18" 316 1121059 28.1876333002991 2014 "age"
"incidence" 3 "<18" 153 1121059 13.6478097941322 2014 "age"
"incidence" 4 "<18" 1190 1121059 106.149631732139 2014 "age"
"opr" 1 "18+" 111 4449940 2.49441565504254 2014 "age"
"opr" 2 "18+" 120 4449940 2.69666557301896 2014 "age"
"opr" 3 "18+" 102 4449940 2.29216573706612 2014 "age"
"opr" 4 "18+" 333 4449940 7.48324696512762 2014 "age"
"opr" 1 "<18" 69 1121059 6.15489461303999 2014 "age"
"opr" 2 "<18" 62 1121059 5.53048501461564 2014 "age"
"opr" 3 "<18" 110 1121059 9.8121508323826 2014 "age"
"opr" 4 "<18" 241 1121059 21.4975304600382 2014 "age"
"opr_patients" 1 "18+" 104 4449940 2.3371101632831 2014 "age"
"opr_patients" 2 "18+" 112 4449940 2.51688786815103 2014 "age"
"opr_patients" 3 "18+" 68 4449940 1.52811049137741 2014 "age"
"opr_patients" 4 "18+" 284 4449940 6.38210852281154 2014 "age"
"opr_patients" 1 "<18" 68 1121059 6.06569324183651 2014 "age"
"opr_patients" 2 "<18" 57 1121059 5.08447815859825 2014 "age"
"opr_patients" 3 "<18" 91 1121059 8.11732477951651 2014 "age"
"opr_patients" 4 "<18" 216 1121059 19.2674961799513 2014 "age"
"prevalence" 1 "18+" 7467 4489773 166.311303489063 2015 "age"
"prevalence" 2 "18+" 4670 4489773 104.014167308681 2015 "age"
"prevalence" 3 "18+" 2881 4489773 64.1680548214798 2015 "age"
"prevalence" 4 "18+" 15018 4489773 334.493525619224 2015 "age"
"prevalence" 1 "<18" 6277 1112752 564.096941636591 2015 "age"
"prevalence" 2 "<18" 1965 1112752 176.589213050168 2015 "age"
"prevalence" 3 "<18" 1705 1112752 153.223719211469 2015 "age"
"prevalence" 4 "<18" 9947 1112752 893.909873898227 2015 "age"
"incidence" 1 "18+" 49 4489773 1.09136920730736 2015 "age"
"incidence" 2 "18+" 121 4489773 2.69501375682022 2015 "age"
"incidence" 3 "18+" 27 4489773 0.601366706067322 2015 "age"
"incidence" 4 "18+" 197 4489773 4.38774967019491 2015 "age"
"incidence" 1 "<18" 711 1112752 63.8956389204423 2015 "age"
"incidence" 2 "<18" 368 1112752 33.0711605101586 2015 "age"
"incidence" 3 "<18" 142 1112752 12.7611543272895 2015 "age"
"incidence" 4 "<18" 1221 1112752 109.72795375789 2015 "age"
"opr" 1 "18+" 91 4489773 2.02682852785653 2015 "age"
"opr" 2 "18+" 144 4489773 3.20728909902572 2015 "age"
"opr" 3 "18+" 109 4489773 2.42773966523475 2015 "age"
"opr" 4 "18+" 344 4489773 7.661857292117 2015 "age"
"opr" 1 "<18" 75 1112752 6.74004629962471 2015 "age"
"opr" 2 "<18" 68 1112752 6.11097531165974 2015 "age"
"opr" 3 "<18" 130 1112752 11.6827469193495 2015 "age"
"opr" 4 "<18" 273 1112752 24.533768530634 2015 "age"
"opr_patients" 1 "18+" 89 4489773 1.98228284592562 2015 "age"
"opr_patients" 2 "18+" 123 4489773 2.73955943875114 2015 "age"
"opr_patients" 3 "18+" 61 4489773 1.35864329889284 2015 "age"
"opr_patients" 4 "18+" 273 4489773 6.08048558356959 2015 "age"
"opr_patients" 1 "<18" 72 1112752 6.47044444763972 2015 "age"
"opr_patients" 2 "<18" 64 1112752 5.75150617567976 2015 "age"
"opr_patients" 3 "<18" 109 1112752 9.79553395545459 2015 "age"
"opr_patients" 4 "<18" 245 1112752 22.0174845787741 2015 "age"
"prevalence" 1 "18+" 7898 4539731 173.97506592351 2016 "age"
"prevalence" 2 "18+" 5153 4539731 113.508928172176 2016 "age"
"prevalence" 3 "18+" 3053 4539731 67.2506807121391 2016 "age"
"prevalence" 4 "18+" 16104 4539731 354.734674807824 2016 "age"
"prevalence" 1 "<18" 6611 1108842 596.207575109889 2016 "age"
"prevalence" 2 "<18" 2182 1108842 196.781867930688 2016 "age"
"prevalence" 3 "<18" 1726 1108842 155.657884531791 2016 "age"
"prevalence" 4 "<18" 10519 1108842 948.647327572368 2016 "age"
"incidence" 1 "18+" 63 4539731 1.3877474238011 2016 "age"
"incidence" 2 "18+" 100 4539731 2.20277368857318 2016 "age"
"incidence" 3 "18+" 20 4539731 0.440554737714636 2016 "age"
"incidence" 4 "18+" 183 4539731 4.03107585008892 2016 "age"
"incidence" 1 "<18" 593 1108842 53.4792152533905 2016 "age"
"incidence" 2 "<18" 227 1108842 20.4718075253282 2016 "age"
"incidence" 3 "<18" 91 1108842 8.20675984495537 2016 "age"
"incidence" 4 "<18" 911 1108842 82.1577826236741 2016 "age"
"opr" 1 "18+" 121 4539731 2.66535616317354 2016 "age"
"opr" 2 "18+" 163 4539731 3.59052111237428 2016 "age"
"opr" 3 "18+" 98 4539731 2.15871821480171 2016 "age"
"opr" 4 "18+" 382 4539731 8.41459549034954 2016 "age"
