"variable" "sex" "age_adult" "ht.code" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr" "m" "<18" 3 160 581283 27.5253189926421 2004 "age_sex"
"opr" "m" "<18" 4 240 581283 41.2879784889632 2004 "age_sex"
"opr_patients" "f" "18+" 1 32 2141318 1.49440671586378 2004 "age_sex"
"opr_patients" "f" "18+" 2 31 2141318 1.44770650599304 2004 "age_sex"
"opr_patients" "f" "18+" 3 38 2141318 1.77460797508824 2004 "age_sex"
"opr_patients" "f" "18+" 4 101 2141318 4.71672119694506 2004 "age_sex"
"opr_patients" "f" "<18" 1 69 551890 12.5024914385113 2004 "age_sex"
"opr_patients" "f" "<18" 2 19 551890 3.44271503379297 2004 "age_sex"
"opr_patients" "f" "<18" 3 82 551890 14.8580333037381 2004 "age_sex"
"opr_patients" "f" "<18" 4 170 551890 30.8032397760423 2004 "age_sex"
"opr_patients" "m" "18+" 1 26 2052605 1.26668306858845 2004 "age_sex"
"opr_patients" "m" "18+" 2 38 2052605 1.85130602332158 2004 "age_sex"
"opr_patients" "m" "18+" 3 37 2052605 1.80258744376049 2004 "age_sex"
"opr_patients" "m" "18+" 4 101 2052605 4.92057653567053 2004 "age_sex"
"opr_patients" "m" "<18" 1 34 581283 5.84913028593645 2004 "age_sex"
"opr_patients" "m" "<18" 2 39 581283 6.70929650445652 2004 "age_sex"
"opr_patients" "m" "<18" 3 125 581283 21.5041554630017 2004 "age_sex"
"opr_patients" "m" "<18" 4 198 581283 34.0625822533946 2004 "age_sex"
"prevalence" "f" "18+" 1 2131 2144929 99.3506078755987 2005 "age_sex"
"prevalence" "f" "18+" 2 1383 2144929 64.4776587010572 2005 "age_sex"
"prevalence" "f" "18+" 3 844 2144929 39.348621795873 2005 "age_sex"
"prevalence" "f" "18+" 4 4358 2144929 203.176888372529 2005 "age_sex"
"prevalence" "f" "<18" 1 2579 555305 464.429457685416 2005 "age_sex"
"prevalence" "f" "<18" 2 805 555305 144.965379386103 2005 "age_sex"
"prevalence" "f" "<18" 3 727 555305 130.919044489065 2005 "age_sex"
"prevalence" "f" "<18" 4 4111 555305 740.313881560584 2005 "age_sex"
"prevalence" "m" "18+" 1 1710 2057104 83.1265701685476 2005 "age_sex"
"prevalence" "m" "18+" 2 1400 2057104 68.0568410736647 2005 "age_sex"
"prevalence" "m" "18+" 3 925 2057104 44.9661271379571 2005 "age_sex"
"prevalence" "m" "18+" 4 4035 2057104 196.149538380169 2005 "age_sex"
"prevalence" "m" "<18" 1 2328 584515 398.278914997904 2005 "age_sex"
"prevalence" "m" "<18" 2 998 584515 170.739844144291 2005 "age_sex"
"prevalence" "m" "<18" 3 918 584515 157.053283491442 2005 "age_sex"
"prevalence" "m" "<18" 4 4244 584515 726.072042633636 2005 "age_sex"
"incidence" "f" "18+" 1 NA 2144929 NA 2005 "age_sex"
"incidence" "f" "18+" 2 NA 2144929 NA 2005 "age_sex"
"incidence" "f" "18+" 3 NA 2144929 NA 2005 "age_sex"
"incidence" "f" "18+" 4 17 2144929 0.792567026694124 2005 "age_sex"
"incidence" "f" "<18" 1 193 555305 34.755674809339 2005 "age_sex"
"incidence" "f" "<18" 2 60 555305 10.804872997722 2005 "age_sex"
"incidence" "f" "<18" 3 54 555305 9.72438569794978 2005 "age_sex"
"incidence" "f" "<18" 4 307 555305 55.2849335050108 2005 "age_sex"
"incidence" "m" "18+" 1 NA 2057104 NA 2005 "age_sex"
"incidence" "m" "18+" 2 NA 2057104 NA 2005 "age_sex"
"incidence" "m" "18+" 3 NA 2057104 NA 2005 "age_sex"
"incidence" "m" "18+" 4 10 2057104 0.486120293383319 2005 "age_sex"
"incidence" "m" "<18" 1 173 584515 29.5971874117858 2005 "age_sex"
"incidence" "m" "<18" 2 70 584515 11.9757405712428 2005 "age_sex"
"incidence" "m" "<18" 3 69 584515 11.8046585630822 2005 "age_sex"
"incidence" "m" "<18" 4 312 584515 53.3775865461109 2005 "age_sex"
"opr" "f" "18+" 1 30 2144929 1.3986476941661 2005 "age_sex"
"opr" "f" "18+" 2 24 2144929 1.11891815533288 2005 "age_sex"
"opr" "f" "18+" 3 30 2144929 1.3986476941661 2005 "age_sex"
"opr" "f" "18+" 4 84 2144929 3.91621354366508 2005 "age_sex"
"opr" "f" "<18" 1 43 555305 7.74349231503408 2005 "age_sex"
"opr" "f" "<18" 2 37 555305 6.66300501526188 2005 "age_sex"
"opr" "f" "<18" 3 79 555305 14.2264161136673 2005 "age_sex"
"opr" "f" "<18" 4 159 555305 28.6329134439632 2005 "age_sex"
"opr" "m" "18+" 1 24 2057104 1.16668870411997 2005 "age_sex"
"opr" "m" "18+" 2 22 2057104 1.0694646454433 2005 "age_sex"
"opr" "m" "18+" 3 44 2057104 2.13892929088661 2005 "age_sex"
"opr" "m" "18+" 4 90 2057104 4.37508264044988 2005 "age_sex"
"opr" "m" "<18" 1 36 584515 6.15895229378202 2005 "age_sex"
"opr" "m" "<18" 2 48 584515 8.21193639170937 2005 "age_sex"
"opr" "m" "<18" 3 98 584515 16.76603679974 2005 "age_sex"
"opr" "m" "<18" 4 182 584515 31.1369254852313 2005 "age_sex"
"opr_patients" "f" "18+" 1 29 2144929 1.35202610436056 2005 "age_sex"
"opr_patients" "f" "18+" 2 23 2144929 1.07229656552734 2005 "age_sex"
"opr_patients" "f" "18+" 3 27 2144929 1.25878292474949 2005 "age_sex"
"opr_patients" "f" "18+" 4 79 2144929 3.6831055946374 2005 "age_sex"
"opr_patients" "f" "<18" 1 42 555305 7.56341109840538 2005 "age_sex"
"opr_patients" "f" "<18" 2 31 555305 5.58251771548969 2005 "age_sex"
"opr_patients" "f" "<18" 3 66 555305 11.8853602974942 2005 "age_sex"
"opr_patients" "f" "<18" 4 139 555305 25.0312891113892 2005 "age_sex"
"opr_patients" "m" "18+" 1 24 2057104 1.16668870411997 2005 "age_sex"
"opr_patients" "m" "18+" 2 21 2057104 1.02085261610497 2005 "age_sex"
"opr_patients" "m" "18+" 3 24 2057104 1.16668870411997 2005 "age_sex"
"opr_patients" "m" "18+" 4 69 2057104 3.3542300243449 2005 "age_sex"
"opr_patients" "m" "<18" 1 34 584515 5.8167882774608 2005 "age_sex"
"opr_patients" "m" "<18" 2 45 584515 7.69869036722753 2005 "age_sex"
"opr_patients" "m" "<18" 3 83 584515 14.1998066773308 2005 "age_sex"
"opr_patients" "m" "<18" 4 162 584515 27.7152853220191 2005 "age_sex"
"prevalence" "f" "18+" 1 2247 2149945 104.514301528644 2006 "age_sex"
"prevalence" "f" "18+" 2 1423 2149945 66.1877396863641 2006 "age_sex"
"prevalence" "f" "18+" 3 901 2149945 41.908048810551 2006 "age_sex"
"prevalence" "f" "18+" 4 4571 2149945 212.610090025559 2006 "age_sex"
"prevalence" "f" "<18" 1 2659 558187 476.363655907429 2006 "age_sex"
"prevalence" "f" "<18" 2 825 558187 147.799930847548 2006 "age_sex"
"prevalence" "f" "<18" 3 743 558187 133.109513478458 2006 "age_sex"
"prevalence" "f" "<18" 4 4227 558187 757.273100233434 2006 "age_sex"
"prevalence" "m" "18+" 1 1834 2063627 88.8726499507905 2006 "age_sex"
"prevalence" "m" "18+" 2 1444 2063627 69.9738857845919 2006 "age_sex"
"prevalence" "m" "18+" 3 958 2063627 46.423118131329 2006 "age_sex"
"prevalence" "m" "18+" 4 4236 2063627 205.269653866711 2006 "age_sex"
"prevalence" "m" "<18" 1 2385 587051 406.267939242076 2006 "age_sex"
"prevalence" "m" "<18" 2 1035 587051 176.304954765429 2006 "age_sex"
"prevalence" "m" "<18" 3 937 587051 159.611345521939 2006 "age_sex"
"prevalence" "m" "<18" 4 4357 587051 742.184239529445 2006 "age_sex"
"incidence" "f" "18+" 1 NA 2149945 NA 2006 "age_sex"
"incidence" "f" "18+" 2 NA 2149945 NA 2006 "age_sex"
"incidence" "f" "18+" 3 NA 2149945 NA 2006 "age_sex"
"incidence" "f" "18+" 4 11 2149945 0.511640995467326 2006 "age_sex"
"incidence" "f" "<18" 1 189 558187 33.8596205214382 2006 "age_sex"
"incidence" "f" "<18" 2 50 558187 8.95757156651803 2006 "age_sex"
"incidence" "f" "<18" 3 41 558187 7.34520868454479 2006 "age_sex"
"incidence" "f" "<18" 4 280 558187 50.162400772501 2006 "age_sex"
"incidence" "m" "18+" 1 NA 2063627 NA 2006 "age_sex"
"incidence" "m" "18+" 2 NA 2063627 NA 2006 "age_sex"
"incidence" "m" "18+" 3 NA 2063627 NA 2006 "age_sex"
"incidence" "m" "18+" 4 12 2063627 0.581500435883035 2006 "age_sex"
"incidence" "m" "<18" 1 174 587051 29.6396735547678 2006 "age_sex"
"incidence" "m" "<18" 2 77 587051 13.1164072627421 2006 "age_sex"
"incidence" "m" "<18" 3 56 587051 9.53920528199424 2006 "age_sex"
"incidence" "m" "<18" 4 307 587051 52.2952860995041 2006 "age_sex"
"opr" "f" "18+" 1 40 2149945 1.86051271079028 2006 "age_sex"
"opr" "f" "18+" 2 31 2149945 1.44189735086246 2006 "age_sex"
"opr" "f" "18+" 3 23 2149945 1.06979480870441 2006 "age_sex"
"opr" "f" "18+" 4 94 2149945 4.37220487035715 2006 "age_sex"
"opr" "f" "<18" 1 49 558187 8.77842013518767 2006 "age_sex"
"opr" "f" "<18" 2 24 558187 4.29963435192866 2006 "age_sex"
"opr" "f" "<18" 3 68 558187 12.1822973304645 2006 "age_sex"
"opr" "f" "<18" 4 141 558187 25.2603518175808 2006 "age_sex"
"opr" "m" "18+" 1 29 2063627 1.40529272005067 2006 "age_sex"
"opr" "m" "18+" 2 38 2063627 1.84141804696294 2006 "age_sex"
"opr" "m" "18+" 3 41 2063627 1.9867931559337 2006 "age_sex"
"opr" "m" "18+" 4 108 2063627 5.23350392294732 2006 "age_sex"
"opr" "m" "<18" 1 36 587051 6.13234625271058 2006 "age_sex"
"opr" "m" "<18" 2 44 587051 7.49508986442404 2006 "age_sex"
"opr" "m" "<18" 3 116 587051 19.7597823698452 2006 "age_sex"
"opr" "m" "<18" 4 196 587051 33.3872184869798 2006 "age_sex"
"opr_patients" "f" "18+" 1 40 2149945 1.86051271079028 2006 "age_sex"
"opr_patients" "f" "18+" 2 29 2149945 1.34887171532295 2006 "age_sex"
"opr_patients" "f" "18+" 3 23 2149945 1.06979480870441 2006 "age_sex"
"opr_patients" "f" "18+" 4 92 2149945 4.27917923481763 2006 "age_sex"
"opr_patients" "f" "<18" 1 47 558187 8.42011727252695 2006 "age_sex"
"opr_patients" "f" "<18" 2 22 558187 3.94133148926793 2006 "age_sex"
"opr_patients" "f" "<18" 3 60 558187 10.7490858798216 2006 "age_sex"
"opr_patients" "f" "<18" 4 129 558187 23.1105346416165 2006 "age_sex"
"opr_patients" "m" "18+" 1 27 2063627 1.30837598073683 2006 "age_sex"
"opr_patients" "m" "18+" 2 34 2063627 1.64758456833527 2006 "age_sex"
"opr_patients" "m" "18+" 3 32 2063627 1.55066782902143 2006 "age_sex"
"opr_patients" "m" "18+" 4 93 2063627 4.50662837809352 2006 "age_sex"
"opr_patients" "m" "<18" 1 35 587051 5.9620033012464 2006 "age_sex"
"opr_patients" "m" "<18" 2 39 587051 6.64337510710313 2006 "age_sex"
"opr_patients" "m" "<18" 3 97 587051 16.5232662920257 2006 "age_sex"
"opr_patients" "m" "<18" 4 171 587051 29.1286447003753 2006 "age_sex"
"prevalence" "f" "18+" 1 2409 2158600 111.600111183174 2007 "age_sex"
"prevalence" "f" "18+" 2 1486 2158600 68.8409154081349 2007 "age_sex"
"prevalence" "f" "18+" 3 936 2158600 43.361437969054 2007 "age_sex"
"prevalence" "f" "18+" 4 4831 2158600 223.802464560363 2007 "age_sex"
"prevalence" "f" "<18" 1 2726 560136 486.667523601411 2007 "age_sex"
"prevalence" "f" "<18" 2 841 560136 150.142108345116 2007 "age_sex"
"prevalence" "f" "<18" 3 756 560136 134.967222246026 2007 "age_sex"
"prevalence" "f" "<18" 4 4323 560136 771.776854192553 2007 "age_sex"
"prevalence" "m" "18+" 1 1981 2074554 95.4904042025418 2007 "age_sex"
"prevalence" "m" "18+" 2 1517 2074554 73.1241510223402 2007 "age_sex"
"prevalence" "m" "18+" 3 1017 2074554 49.0225850953988 2007 "age_sex"
"prevalence" "m" "18+" 4 4515 2074554 217.637140320281 2007 "age_sex"
"prevalence" "m" "<18" 1 2428 588566 412.528076715271 2007 "age_sex"
"prevalence" "m" "<18" 2 1050 588566 178.399703686587 2007 "age_sex"
"prevalence" "m" "<18" 3 947 588566 160.899542277332 2007 "age_sex"
"prevalence" "m" "<18" 4 4425 588566 751.82732267919 2007 "age_sex"
"incidence" "f" "18+" 1 NA 2158600 NA 2007 "age_sex"
"incidence" "f" "18+" 2 NA 2158600 NA 2007 "age_sex"
"incidence" "f" "18+" 3 NA 2158600 NA 2007 "age_sex"
"incidence" "f" "18+" 4 18 2158600 0.833873807097193 2007 "age_sex"
"incidence" "f" "<18" 1 215 560136 38.3835354271106 2007 "age_sex"
"incidence" "f" "<18" 2 59 560136 10.5331562334862 2007 "age_sex"
"incidence" "f" "<18" 3 40 560136 7.1411228701601 2007 "age_sex"
"incidence" "f" "<18" 4 314 560136 56.0578145307568 2007 "age_sex"
"incidence" "m" "18+" 1 NA 2074554 NA 2007 "age_sex"
"incidence" "m" "18+" 2 NA 2074554 NA 2007 "age_sex"
"incidence" "m" "18+" 3 NA 2074554 NA 2007 "age_sex"
"incidence" "m" "18+" 4 NA 2074554 NA 2007 "age_sex"
"incidence" "m" "<18" 1 167 588566 28.3740481101525 2007 "age_sex"
"incidence" "m" "<18" 2 74 588566 12.5729314979119 2007 "age_sex"
"incidence" "m" "<18" 3 52 588566 8.83503294447861 2007 "age_sex"
"incidence" "m" "<18" 4 293 588566 49.782012552543 2007 "age_sex"
"opr" "f" "18+" 1 41 2158600 1.89937922727694 2007 "age_sex"
"opr" "f" "18+" 2 27 2158600 1.25081071064579 2007 "age_sex"
"opr" "f" "18+" 3 31 2158600 1.43611600111183 2007 "age_sex"
"opr" "f" "18+" 4 99 2158600 4.58630593903456 2007 "age_sex"
"opr" "f" "<18" 1 46 560136 8.21229130068412 2007 "age_sex"
"opr" "f" "<18" 2 26 560136 4.64172986560407 2007 "age_sex"
"opr" "f" "<18" 3 86 560136 15.3534141708442 2007 "age_sex"
"opr" "f" "<18" 4 158 560136 28.2074353371324 2007 "age_sex"
"opr" "m" "18+" 1 45 2074554 2.16914093342473 2007 "age_sex"
"opr" "m" "18+" 2 64 2074554 3.0850004386485 2007 "age_sex"
"opr" "m" "18+" 3 70 2074554 3.3742192297718 2007 "age_sex"
"opr" "m" "18+" 4 179 2074554 8.62836060184502 2007 "age_sex"
"opr" "m" "<18" 1 37 588566 6.28646574895594 2007 "age_sex"
"opr" "m" "<18" 2 35 588566 5.94665678955291 2007 "age_sex"
"opr" "m" "<18" 3 105 588566 17.8399703686587 2007 "age_sex"
"opr" "m" "<18" 4 177 588566 30.0730929071676 2007 "age_sex"
"opr_patients" "f" "18+" 1 40 2158600 1.85305290466043 2007 "age_sex"
"opr_patients" "f" "18+" 2 26 2158600 1.20448438802928 2007 "age_sex"
"opr_patients" "f" "18+" 3 30 2158600 1.38978967849532 2007 "age_sex"
"opr_patients" "f" "18+" 4 96 2158600 4.44732697118503 2007 "age_sex"
"opr_patients" "f" "<18" 1 45 560136 8.03376322893012 2007 "age_sex"
"opr_patients" "f" "<18" 2 24 560136 4.28467372209606 2007 "age_sex"
"opr_patients" "f" "<18" 3 76 560136 13.5681334533042 2007 "age_sex"
"opr_patients" "f" "<18" 4 145 560136 25.8865704043304 2007 "age_sex"
"opr_patients" "m" "18+" 1 44 2074554 2.12093780157084 2007 "age_sex"
"opr_patients" "m" "18+" 2 49 2074554 2.36195346084026 2007 "age_sex"
"opr_patients" "m" "18+" 3 38 2074554 1.83171901044755 2007 "age_sex"
"opr_patients" "m" "18+" 4 131 2074554 6.31461027285865 2007 "age_sex"
"opr_patients" "m" "<18" 1 37 588566 6.28646574895594 2007 "age_sex"
"opr_patients" "m" "<18" 2 32 588566 5.43694335044838 2007 "age_sex"
"opr_patients" "m" "<18" 3 88 588566 14.951594213733 2007 "age_sex"
"opr_patients" "m" "<18" 4 157 588566 26.6750033131374 2007 "age_sex"
"prevalence" "f" "18+" 1 2555 2170430 117.718608754947 2008 "age_sex"
"prevalence" "f" "18+" 2 1550 2170430 71.4144201840188 2008 "age_sex"
"prevalence" "f" "18+" 3 965 2170430 44.4612357919859 2008 "age_sex"
"prevalence" "f" "18+" 4 5070 2170430 233.594264730952 2008 "age_sex"
"prevalence" "f" "<18" 1 2795 561212 498.029265233103 2008 "age_sex"
"prevalence" "f" "<18" 2 846 561212 150.745172947122 2008 "age_sex"
"prevalence" "f" "<18" 3 772 561212 137.559424958839 2008 "age_sex"
"prevalence" "f" "<18" 4 4413 561212 786.333863139063 2008 "age_sex"
"prevalence" "m" "18+" 1 2146 2089767 102.690874150085 2008 "age_sex"
"prevalence" "m" "18+" 2 1602 2089767 76.6592639275096 2008 "age_sex"
"prevalence" "m" "18+" 3 1066 2089767 51.0104715023254 2008 "age_sex"
"prevalence" "m" "18+" 4 4814 2089767 230.36060957992 2008 "age_sex"
"prevalence" "m" "<18" 1 2450 589861 415.352091424929 2008 "age_sex"
"prevalence" "m" "<18" 2 1056 589861 179.025227977439 2008 "age_sex"
"prevalence" "m" "<18" 3 960 589861 162.750207252217 2008 "age_sex"
"prevalence" "m" "<18" 4 4466 589861 757.127526654585 2008 "age_sex"
"incidence" "f" "18+" 1 NA 2170430 NA 2008 "age_sex"
"incidence" "f" "18+" 2 NA 2170430 NA 2008 "age_sex"
"incidence" "f" "18+" 3 NA 2170430 NA 2008 "age_sex"
"incidence" "f" "18+" 4 14 2170430 0.645033472629848 2008 "age_sex"
"incidence" "f" "<18" 1 214 561212 38.131757695844 2008 "age_sex"
"incidence" "f" "<18" 2 56 561212 9.9784038830246 2008 "age_sex"
"incidence" "f" "<18" 3 46 561212 8.19654604677021 2008 "age_sex"
"incidence" "f" "<18" 4 316 561212 56.3067076256388 2008 "age_sex"
"incidence" "m" "18+" 1 NA 2089767 NA 2008 "age_sex"
"incidence" "m" "18+" 2 NA 2089767 NA 2008 "age_sex"
"incidence" "m" "18+" 3 NA 2089767 NA 2008 "age_sex"
"incidence" "m" "18+" 4 NA 2089767 NA 2008 "age_sex"
"incidence" "m" "<18" 1 230 589861 38.992237154177 2008 "age_sex"
"incidence" "m" "<18" 2 70 589861 11.8672026121408 2008 "age_sex"
"incidence" "m" "<18" 3 60 589861 10.1718879532636 2008 "age_sex"
"incidence" "m" "<18" 4 360 589861 61.0313277195814 2008 "age_sex"
"opr" "f" "18+" 1 42 2170430 1.93510041788954 2008 "age_sex"
"opr" "f" "18+" 2 39 2170430 1.79687895946886 2008 "age_sex"
"opr" "f" "18+" 3 30 2170430 1.38221458420682 2008 "age_sex"
"opr" "f" "18+" 4 111 2170430 5.11419396156522 2008 "age_sex"
"opr" "f" "<18" 1 58 561212 10.3347754502755 2008 "age_sex"
"opr" "f" "<18" 2 17 561212 3.02915832163247 2008 "age_sex"
"opr" "f" "<18" 3 72 561212 12.8293764210316 2008 "age_sex"
"opr" "f" "<18" 4 147 561212 26.1933101929396 2008 "age_sex"
"opr" "m" "18+" 1 41 2089767 1.9619412116279 2008 "age_sex"
"opr" "m" "18+" 2 36 2089767 1.72268008825864 2008 "age_sex"
"opr" "m" "18+" 3 63 2089767 3.01469015445263 2008 "age_sex"
"opr" "m" "18+" 4 140 2089767 6.69931145433917 2008 "age_sex"
"opr" "m" "<18" 1 38 589861 6.44219570373359 2008 "age_sex"
"opr" "m" "<18" 2 35 589861 5.93360130607041 2008 "age_sex"
"opr" "m" "<18" 3 100 589861 16.9531465887726 2008 "age_sex"
"opr" "m" "<18" 4 173 589861 29.3289435985766 2008 "age_sex"
"opr_patients" "f" "18+" 1 42 2170430 1.93510041788954 2008 "age_sex"
"opr_patients" "f" "18+" 2 34 2170430 1.56650986210106 2008 "age_sex"
"opr_patients" "f" "18+" 3 29 2170430 1.33614076473326 2008 "age_sex"
"opr_patients" "f" "18+" 4 105 2170430 4.83775104472386 2008 "age_sex"
"opr_patients" "f" "<18" 1 58 561212 10.3347754502755 2008 "age_sex"
"opr_patients" "f" "<18" 2 16 561212 2.85097253800703 2008 "age_sex"
"opr_patients" "f" "<18" 3 62 561212 11.0475185847772 2008 "age_sex"
"opr_patients" "f" "<18" 4 136 561212 24.2332665730597 2008 "age_sex"
"opr_patients" "m" "18+" 1 41 2089767 1.9619412116279 2008 "age_sex"
"opr_patients" "m" "18+" 2 31 2089767 1.48341896488939 2008 "age_sex"
"opr_patients" "m" "18+" 3 40 2089767 1.91408898695405 2008 "age_sex"
"opr_patients" "m" "18+" 4 112 2089767 5.35944916347133 2008 "age_sex"
"opr_patients" "m" "<18" 1 38 589861 6.44219570373359 2008 "age_sex"
"opr_patients" "m" "<18" 2 32 589861 5.42500690840723 2008 "age_sex"
"opr_patients" "m" "<18" 3 84 589861 14.240643134569 2008 "age_sex"
"opr_patients" "m" "<18" 4 154 589861 26.1078457467098 2008 "age_sex"
"prevalence" "f" "18+" 1 2726 2185940 124.706076104559 2009 "age_sex"
"prevalence" "f" "18+" 2 1623 2185940 74.2472345993028 2009 "age_sex"
"prevalence" "f" "18+" 3 1027 2185940 46.9820763607418 2009 "age_sex"
"prevalence" "f" "18+" 4 5376 2185940 245.935387064604 2009 "age_sex"
"prevalence" "f" "<18" 1 2857 561765 508.575649960393 2009 "age_sex"
"prevalence" "f" "<18" 2 847 561765 150.774790170267 2009 "age_sex"
"prevalence" "f" "<18" 3 771 561765 137.246001441884 2009 "age_sex"
"prevalence" "f" "<18" 4 4475 561765 796.596441572544 2009 "age_sex"
"prevalence" "m" "18+" 1 2290 2108304 108.618111999029 2009 "age_sex"
"prevalence" "m" "18+" 2 1677 2108304 79.5426086560572 2009 "age_sex"
"prevalence" "m" "18+" 3 1145 2108304 54.3090559995143 2009 "age_sex"
"prevalence" "m" "18+" 4 5112 2108304 242.4697766546 2009 "age_sex"
"prevalence" "m" "<18" 1 2493 589940 422.585347662474 2009 "age_sex"
"prevalence" "m" "<18" 2 1059 589940 179.50978065566 2009 "age_sex"
"prevalence" "m" "<18" 3 952 589940 161.372342950131 2009 "age_sex"
"prevalence" "m" "<18" 4 4504 589940 763.467471268265 2009 "age_sex"
"incidence" "f" "18+" 1 13 2185940 0.594709827351162 2009 "age_sex"
"incidence" "f" "18+" 2 NA 2185940 NA 2009 "age_sex"
"incidence" "f" "18+" 3 NA 2185940 NA 2009 "age_sex"
"incidence" "f" "18+" 4 19 2185940 0.869191286128622 2009 "age_sex"
"incidence" "f" "<18" 1 236 561765 42.0104492091889 2009 "age_sex"
"incidence" "f" "<18" 2 60 561765 10.6806226803023 2009 "age_sex"
"incidence" "f" "<18" 3 52 561765 9.25653965626196 2009 "age_sex"
"incidence" "f" "<18" 4 348 561765 61.9476115457531 2009 "age_sex"
"incidence" "m" "18+" 1 NA 2108304 NA 2009 "age_sex"
"incidence" "m" "18+" 2 10 2108304 0.474314899559077 2009 "age_sex"
"incidence" "m" "18+" 3 NA 2108304 NA 2009 "age_sex"
"incidence" "m" "18+" 4 17 2108304 0.806335329250431 2009 "age_sex"
"incidence" "m" "<18" 1 233 589940 39.4955419195172 2009 "age_sex"
"incidence" "m" "<18" 2 81 589940 13.7302098518493 2009 "age_sex"
"incidence" "m" "<18" 3 55 589940 9.32298199816931 2009 "age_sex"
"incidence" "m" "<18" 4 369 589940 62.5487337695359 2009 "age_sex"
"opr" "f" "18+" 1 61 2185940 2.79056149757084 2009 "age_sex"
"opr" "f" "18+" 2 34 2185940 1.55539493307227 2009 "age_sex"
"opr" "f" "18+" 3 24 2185940 1.09792583510984 2009 "age_sex"
"opr" "f" "18+" 4 119 2185940 5.44388226575295 2009 "age_sex"
"opr" "f" "<18" 1 60 561765 10.6806226803023 2009 "age_sex"
"opr" "f" "<18" 2 22 561765 3.91622831611083 2009 "age_sex"
"opr" "f" "<18" 3 63 561765 11.2146538143174 2009 "age_sex"
"opr" "f" "<18" 4 145 561765 25.8115048107305 2009 "age_sex"
