"variable" "ht.code" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"prevalence" 2 7209 5411270 133.221960833594 2008 "totals"
"prevalence" 3 3804 5411270 70.2977304773186 2008 "totals"
"prevalence" 4 22584 5411270 417.351194821179 2008 "totals"
"incidence" 1 669 5411270 12.3630866691183 2008 "totals"
"incidence" 2 365 5411270 6.74518181498983 2008 "totals"
"incidence" 3 153 5411270 2.82743237724231 2008 "totals"
"incidence" 4 1187 5411270 21.9357008613505 2008 "totals"
"opr" 1 144 5411270 2.66111282563982 2008 "totals"
"opr" 2 158 5411270 2.91983212813258 2008 "totals"
"opr" 3 271 5411270 5.00806649825272 2008 "totals"
"opr" 4 573 5411270 10.5890114520251 2008 "totals"
"opr_patients" 1 143 5411270 2.64263287546177 2008 "totals"
"opr_patients" 2 142 5411270 2.62415292528371 2008 "totals"
"opr_patients" 3 242 5411270 4.47214794308915 2008 "totals"
"opr_patients" 4 527 5411270 9.73893374383463 2008 "totals"
"prevalence" 1 12215 5445949 224.295159576412 2009 "totals"
"prevalence" 2 7669 5445949 140.820268423373 2009 "totals"
"prevalence" 3 4032 5445949 74.0366830464259 2009 "totals"
"prevalence" 4 23916 5445949 439.152111046211 2009 "totals"
"incidence" 1 707 5445949 12.9821267147379 2009 "totals"
"incidence" 2 356 5445949 6.53696903882133 2009 "totals"
"incidence" 3 158 5445949 2.90123906779149 2009 "totals"
"incidence" 4 1221 5445949 22.4203348213507 2009 "totals"
"opr" 1 169 5445949 3.10322406618204 2009 "totals"
"opr" 2 176 5445949 3.23175997424875 2009 "totals"
"opr" 3 240 5445949 4.40694541943011 2009 "totals"
"opr" 4 585 5445949 10.7419294598609 2009 "totals"
"opr_patients" 1 164 5445949 3.01141270327724 2009 "totals"
"opr_patients" 2 155 5445949 2.84615225004861 2009 "totals"
"opr_patients" 3 211 5445949 3.87443951458231 2009 "totals"
"opr_patients" 4 530 5445949 9.73200446790816 2009 "totals"
"prevalence" 1 13005 5471462 237.687842847122 2010 "totals"
"prevalence" 2 8139 5471462 148.753660356227 2010 "totals"
"prevalence" 3 4228 5471462 77.2736793200793 2010 "totals"
"prevalence" 4 25372 5471462 463.715182523428 2010 "totals"
"incidence" 1 707 5471462 12.9215920717351 2010 "totals"
"incidence" 2 364 5471462 6.6527008686161 2010 "totals"
"incidence" 3 161 5471462 2.94254076881097 2010 "totals"
"incidence" 4 1232 5471462 22.5168337091622 2010 "totals"
"opr" 1 162 5471462 2.96081741954892 2010 "totals"
"opr" 2 144 5471462 2.63183770626571 2010 "totals"
"opr" 3 249 5471462 4.55088603375113 2010 "totals"
"opr" 4 555 5471462 10.1435411595658 2010 "totals"
"opr_patients" 1 156 5471462 2.85115751512119 2010 "totals"
"opr_patients" 2 132 5471462 2.41251789741024 2010 "totals"
"opr_patients" 3 209 5471462 3.81982000423287 2010 "totals"
"opr_patients" 4 497 5471462 9.0834954167643 2010 "totals"
"prevalence" 1 13783 5496784 250.746618386315 2011 "totals"
"prevalence" 2 8609 5496784 156.618852041485 2011 "totals"
"prevalence" 3 4426 5496784 80.519809401279 2011 "totals"
"prevalence" 4 26818 5496784 487.885279829078 2011 "totals"
"incidence" 1 686 5496784 12.480024683524 2011 "totals"
"incidence" 2 353 5496784 6.42193689983088 2011 "totals"
"incidence" 3 173 5496784 3.14729485459134 2011 "totals"
"incidence" 4 1212 5496784 22.0492564379463 2011 "totals"
"opr" 1 182 5496784 3.31102695685332 2011 "totals"
"opr" 2 185 5496784 3.36560432427398 2011 "totals"
"opr" 3 220 5496784 4.002340277515 2011 "totals"
"opr" 4 587 5496784 10.6789715586423 2011 "totals"
"opr_patients" 1 171 5496784 3.11090994297757 2011 "totals"
"opr_patients" 2 162 5496784 2.94717784071559 2011 "totals"
"opr_patients" 3 189 5496784 3.43837414750152 2011 "totals"
"opr_patients" 4 522 5496784 9.49646193119468 2011 "totals"
"prevalence" 1 14610 5521123 264.620078197859 2012 "totals"
"prevalence" 2 9143 5521123 165.600367896169 2012 "totals"
"prevalence" 3 4662 5521123 84.439343227818 2012 "totals"
"prevalence" 4 28415 5521123 514.659789321846 2012 "totals"
"incidence" 1 685 5521123 12.4068962057176 2012 "totals"
"incidence" 2 354 5521123 6.41173906105696 2012 "totals"
"incidence" 3 170 5521123 3.07908372988611 2012 "totals"
"incidence" 4 1209 5521123 21.8977189966606 2012 "totals"
"opr" 1 176 5521123 3.18775727329386 2012 "totals"
"opr" 2 175 5521123 3.16964501605923 2012 "totals"
"opr" 3 245 5521123 4.43750302248293 2012 "totals"
"opr" 4 596 5521123 10.794905311836 2012 "totals"
"opr_patients" 1 171 5521123 3.09719598712074 2012 "totals"
"opr_patients" 2 149 5521123 2.698726327959 2012 "totals"
"opr_patients" 3 215 5521123 3.8941353054442 2012 "totals"
"opr_patients" 4 535 5521123 9.69005762052394 2012 "totals"
"prevalence" 1 15359 5544289 277.023798723335 2013 "totals"
"prevalence" 2 9664 5544289 174.305488043643 2013 "totals"
"prevalence" 3 4861 5544289 87.6758047785748 2013 "totals"
"prevalence" 4 29884 5544289 539.005091545553 2013 "totals"
"incidence" 1 608 5544289 10.966239314004 2013 "totals"
"incidence" 2 339 5544289 6.11439988067 2013 "totals"
"incidence" 3 145 5544289 2.6153037837674 2013 "totals"
"incidence" 4 1092 5544289 19.6959429784414 2013 "totals"
"opr" 1 178 5544289 3.21051085179723 2013 "totals"
"opr" 2 207 5544289 3.73357160855071 2013 "totals"
"opr" 3 237 5544289 4.27466894312328 2013 "totals"
"opr" 4 622 5544289 11.2187514034712 2013 "totals"
"opr_patients" 1 164 5544289 2.95799876233003 2013 "totals"
"opr_patients" 2 180 5544289 3.2465840074354 2013 "totals"
"opr_patients" 3 209 5544289 3.76964476418888 2013 "totals"
"opr_patients" 4 553 5544289 9.97422753395431 2013 "totals"
"prevalence" 1 16122 5570999 289.391543599272 2014 "totals"
"prevalence" 2 10247 5570999 183.934694657098 2014 "totals"
"prevalence" 3 5078 5570999 91.1506176899332 2014 "totals"
"prevalence" 4 31447 5570999 564.476855946303 2014 "totals"
"incidence" 1 671 5570999 12.0445184068423 2014 "totals"
"incidence" 2 396 5570999 7.10824037125119 2014 "totals"
"incidence" 3 160 5570999 2.87201631161664 2014 "totals"
"incidence" 4 1227 5570999 22.0247750897101 2014 "totals"
"opr" 1 168 5570999 3.01561712719747 2014 "totals"
"opr" 2 229 5570999 4.11057334600132 2014 "totals"
"opr" 3 215 5570999 3.85927191873486 2014 "totals"
"opr" 4 612 5570999 10.9854623919337 2014 "totals"
"opr_patients" 1 160 5570999 2.87201631161664 2014 "totals"
"opr_patients" 2 201 5570999 3.60797049146841 2014 "totals"
"opr_patients" 3 176 5570999 3.15921794277831 2014 "totals"
"opr_patients" 4 537 5570999 9.63920474586335 2014 "totals"
"prevalence" 1 16880 5602525 301.292720692902 2015 "totals"
"prevalence" 2 10895 5602525 194.465888148647 2015 "totals"
"prevalence" 3 5268 5602525 94.0290315527374 2015 "totals"
"prevalence" 4 33043 5602525 589.787640394287 2015 "totals"
"incidence" 1 708 5602525 12.6371591380672 2015 "totals"
"incidence" 2 444 5602525 7.92499810353367 2015 "totals"
"incidence" 3 165 5602525 2.94510064658346 2015 "totals"
"incidence" 4 1317 5602525 23.5072578881843 2015 "totals"
"opr" 1 170 5602525 3.03434612072235 2015 "totals"
"opr" 2 227 5602525 4.05174452590573 2015 "totals"
"opr" 3 268 5602525 4.78355741384465 2015 "totals"
"opr" 4 665 5602525 11.8696480604727 2015 "totals"
"opr_patients" 1 165 5602525 2.94510064658346 2015 "totals"
"opr_patients" 2 210 5602525 3.74830991383349 2015 "totals"
"opr_patients" 3 190 5602525 3.39132801727792 2015 "totals"
"opr_patients" 4 565 5602525 10.0847385776949 2015 "totals"
"prevalence" 1 17638 5648573 312.25585647915 2016 "totals"
"prevalence" 2 11633 5648573 205.94582029833 2016 "totals"
"prevalence" 3 5485 5648573 97.1041712659109 2016 "totals"
"prevalence" 4 34756 5648573 615.305848043391 2016 "totals"
"incidence" 1 717 5648573 12.693471430749 2016 "totals"
"incidence" 2 378 5648573 6.69195564968356 2016 "totals"
"incidence" 3 125 5648573 2.21294829685303 2016 "totals"
"incidence" 4 1220 5648573 21.5983753772856 2016 "totals"
"opr" 1 192 5648573 3.39908858396625 2016 "totals"
"opr" 2 258 5648573 4.56752528470465 2016 "totals"
"opr" 3 227 5648573 4.0187141070851 2016 "totals"
"opr" 4 677 5648573 11.985327975756 2016 "totals"
"opr_patients" 1 181 5648573 3.20434913384318 2016 "totals"
"opr_patients" 2 221 5648573 3.91249258883615 2016 "totals"
"opr_patients" 3 171 5648573 3.02731327009494 2016 "totals"
"opr_patients" 4 573 5648573 10.1441549927743 2016 "totals"
"prevalence" 1 18449 5686695 324.423940443439 2017 "totals"
"prevalence" 2 12391 5686695 217.894576726904 2017 "totals"
"prevalence" 3 5701 5686695 100.251552087812 2017 "totals"
"prevalence" 4 36541 5686695 642.570069258154 2017 "totals"
"incidence" 1 707 5686695 12.4325289117844 2017 "totals"
"incidence" 2 531 5686695 9.3375853637306 2017 "totals"
"incidence" 3 116 5686695 2.03984915667185 2017 "totals"
"incidence" 4 1354 5686695 23.8099634321869 2017 "totals"
"opr" 1 282 5686695 4.95894363949535 2017 "totals"
"opr" 2 281 5686695 4.94135873297232 2017 "totals"
"opr" 3 258 5686695 4.53690588294255 2017 "totals"
"opr" 4 821 5686695 14.4372082554102 2017 "totals"
"opr_patients" 1 255 5686695 4.48415116337345 2017 "totals"
"opr_patients" 2 219 5686695 3.85109452854426 2017 "totals"
"opr_patients" 3 188 5686695 3.30596242633023 2017 "totals"
"opr_patients" 4 662 5686695 11.6412081182479 2017 "totals"
"prevalence" 1 19390 5719401 339.021516414044 2018 "totals"
"prevalence" 2 13375 5719401 233.853160497052 2018 "totals"
"prevalence" 3 5858 5719401 102.423313210597 2018 "totals"
"prevalence" 4 38623 5719401 675.297990121693 2018 "totals"
"incidence" 1 865 5719401 15.1239614078467 2018 "totals"
"incidence" 2 422 5719401 7.3783950452154 2018 "totals"
"incidence" 3 111 5719401 1.94076267776993 2018 "totals"
"incidence" 4 1398 5719401 24.4431191308321 2018 "totals"
"opr" 1 351 5719401 6.13700630538058 2018 "totals"
"opr" 2 358 5719401 6.25939674451922 2018 "totals"
"opr" 3 287 5719401 5.01800800468441 2018 "totals"
"opr" 4 996 5719401 17.4144110545842 2018 "totals"
"opr_patients" 1 328 5719401 5.73486629106789 2018 "totals"
"opr_patients" 2 289 5719401 5.05297670158116 2018 "totals"
"opr_patients" 3 216 5719401 3.77661926484959 2018 "totals"
"opr_patients" 4 833 5719401 14.5644622574986 2018 "totals"
"prevalence" 1 20388 5744311 354.925072824226 2019 "totals"
"prevalence" 2 14159 5744311 246.487350702286 2019 "totals"
"prevalence" 3 6018 5744311 104.764522672954 2019 "totals"
"prevalence" 4 40565 5744311 706.176946199466 2019 "totals"
"incidence" 1 758 5744311 13.1956643712362 2019 "totals"
"incidence" 2 451 5744311 7.85124621560358 2019 "totals"
"incidence" 3 77 5744311 1.34045667095671 2019 "totals"
"incidence" 4 1286 5744311 22.3873672577965 2019 "totals"
"opr" 1 427 5744311 7.43344153894175 2019 "totals"
"opr" 2 350 5744311 6.09298486798504 2019 "totals"
"opr" 3 291 5744311 5.0658817045247 2019 "totals"
"opr" 4 1068 5744311 18.5923081114515 2019 "totals"
"opr_patients" 1 380 5744311 6.61524071381233 2019 "totals"
"opr_patients" 2 295 5744311 5.13551581730167 2019 "totals"
"opr_patients" 3 190 5744311 3.30762035690616 2019 "totals"
"opr_patients" 4 865 5744311 15.0583768880202 2019 "totals"
"prevalence" 1 21579 5761265 374.553158030398 2020 "totals"
"prevalence" 2 15214 5761265 264.073949037234 2020 "totals"
"prevalence" 3 6145 5761265 106.660603183502 2020 "totals"
"prevalence" 4 42938 5761265 745.287710251134 2020 "totals"
"incidence" 1 865 5761265 15.014063751624 2020 "totals"
"incidence" 2 444 5761265 7.70664081586249 2020 "totals"
"incidence" 3 111 5761265 1.92666020396562 2020 "totals"
"incidence" 4 1420 5761265 24.6473647714521 2020 "totals"
"opr" 1 370 5761265 6.42220067988541 2020 "totals"
"opr" 2 335 5761265 5.81469521016652 2020 "totals"
"opr" 3 304 5761265 5.27661893698693 2020 "totals"
"opr" 4 1009 5761265 17.5135148270389 2020 "totals"
"opr_patients" 1 342 5761265 5.9361963041103 2020 "totals"
"opr_patients" 2 282 5761265 4.89475835602077 2020 "totals"
"opr_patients" 3 216 5761265 3.74917661312229 2020 "totals"
"opr_patients" 4 840 5761265 14.5801312732534 2020 "totals"
"prevalence" 1 22699 5778817 392.79665717049 2021 "totals"
"prevalence" 2 16225 5778817 280.766807462496 2021 "totals"
"prevalence" 3 6277 5778817 108.620847484874 2021 "totals"
"prevalence" 4 45201 5778817 782.184312117861 2021 "totals"
"incidence" 1 855 5778817 14.7954157399343 2021 "totals"
"incidence" 2 443 5778817 7.66592885706538 2021 "totals"
"incidence" 3 90 5778817 1.55741218315098 2021 "totals"
"incidence" 4 1388 5778817 24.0187567801507 2021 "totals"
"opr" 1 418 5778817 7.23331436174567 2021 "totals"
"opr" 2 357 5778817 6.17773499316556 2021 "totals"
"opr" 3 250 5778817 4.32614495319717 2021 "totals"
"opr" 4 1025 5778817 17.7371943081084 2021 "totals"
"opr_patients" 1 399 5778817 6.90452734530268 2021 "totals"
"opr_patients" 2 325 5778817 5.62398843915632 2021 "totals"
"opr_patients" 3 198 5778817 3.42630680293216 2021 "totals"
"opr_patients" 4 922 5778817 15.9548225873912 2021 "totals"
"prevalence" 1 23843 5809770 410.394903756947 2022 "totals"
"prevalence" 2 17180 5809770 295.708780209888 2022 "totals"
"prevalence" 3 6421 5809770 110.520726293812 2022 "totals"
"prevalence" 4 47444 5809770 816.624410260647 2022 "totals"
"incidence" 1 851 5809770 14.6477399277424 2022 "totals"
"incidence" 2 441 5809770 7.59066193670317 2022 "totals"
"incidence" 3 103 5809770 1.77287569043181 2022 "totals"
"incidence" 4 1395 5809770 24.0112775548774 2022 "totals"
"opr" 1 385 5809770 6.62676835743928 2022 "totals"
"opr" 2 359 5809770 6.17924633849533 2022 "totals"
"opr" 3 165 5809770 2.84004358175969 2022 "totals"
"opr" 4 909 5809770 15.6460582776943 2022 "totals"
"opr_patients" 1 372 5809770 6.4030073479673 2022 "totals"
"opr_patients" 2 318 5809770 5.4735385393914 2022 "totals"
"opr_patients" 3 145 5809770 2.49579587487973 2022 "totals"
"opr_patients" 4 835 5809770 14.3723417622384 2022 "totals"
"prevalence" 1 25000 5873862 425.614357300188 2023 "totals"
"prevalence" 2 18194 5873862 309.745104668785 2023 "totals"
"prevalence" 3 6579 5873862 112.004674267118 2023 "totals"
"prevalence" 4 49773 5873862 847.364136236091 2023 "totals"
"incidence" 1 859 5873862 14.6241093168345 2023 "totals"
"incidence" 2 421 5873862 7.16734577693517 2023 "totals"
"incidence" 3 105 5873862 1.78758030066079 2023 "totals"
"incidence" 4 1385 5873862 23.5790353944304 2023 "totals"
"opr" 1 429 5873862 7.30354237127124 2023 "totals"
"opr" 2 420 5873862 7.15032120264317 2023 "totals"
"opr" 3 230 5873862 3.91565208716173 2023 "totals"
"opr" 4 1079 5873862 18.3695156610761 2023 "totals"
"opr_patients" 1 402 5873862 6.84387886538703 2023 "totals"
"opr_patients" 2 376 5873862 6.40123993379484 2023 "totals"
"opr_patients" 3 161 5873862 2.74095646101321 2023 "totals"
"opr_patients" 4 939 5873862 15.9860752601951 2023 "totals"
"prevalence" 1 26193 5903522 443.684295578131 2024 "totals"
"prevalence" 2 19221 5903522 325.585303146156 2024 "totals"
"prevalence" 3 6721 5903522 113.847293192098 2024 "totals"
"prevalence" 4 52135 5903522 883.116891916385 2024 "totals"
"incidence" 1 162 5903522 2.74412460900459 2024 "totals"
"incidence" 2 96 5903522 1.62614791644716 2024 "totals"
"incidence" 3 24 5903522 0.406536979111791 2024 "totals"
"incidence" 4 282 5903522 4.77680950456355 2024 "totals"
"opr" 1 NA 5903522 NA 2024 "totals"
"opr" 2 NA 5903522 NA 2024 "totals"
"opr" 3 NA 5903522 NA 2024 "totals"
"opr" 4 NA 5903522 NA 2024 "totals"
"opr_patients" 1 NA 5903522 NA 2024 "totals"
"opr_patients" 2 NA 5903522 NA 2024 "totals"
"opr_patients" 3 NA 5903522 NA 2024 "totals"
"opr_patients" 4 NA 5903522 NA 2024 "totals"
